volume_PTES,volume_TTES,volume_BTES,volume_ATES,CAPEX_PTES_per_volume,CAPEX_TTES_per_volume,CAPEX_BTES_per_volume,CAPEX_ATES_per_volume,BTES_borehole_length,CAPEX_BTES_per_borehole_length,ATES_borehole_length,CAPEX_ATES_per_borehole_length
800.0000000000003,200.00000000000003,4999.999999999999,5266.000000000002,600.1974591289596,547.681257986582,114.21098494793786,117.94997115507277,100.0,2762.407296263089,20.000000000000004,15162.975962370667
2024.315520851428,581.7222656510439,10015.564312218792,11392.866426655395,373.24030551909647,401.8080373155019,78.23381652109414,70.06000067976983,354.95366597555716,962.4541327021226,46.101162006669895,10983.986517478217
5122.316659949977,1692.0039717709165,20062.305698438184,24648.197002584788,232.1041576319911,294.7877008697845,53.58967922609378,41.61428482925281,1259.9210498948742,335.3299706413653,106.26585691826116,7956.746757071327
12961.481396815727,4921.3819197457115,40187.06259482024,53325.791133371815,144.3368767880826,216.27190228616388,36.708597985645945,24.718080003533764,4472.13595499958,116.83277715753844,244.94897427831788,5763.8289026869825
32797.65995600136,14314.38720244278,80499.22198751688,115369.08763354136,89.75769418990667,158.6685454666819,25.145162007531425,14.682061257763205,15874.010519682019,40.70586888561043,564.6216173286176,4175.289805462889
82991.01512067602,41634.98877405656,161249.02697991082,249598.29190543835,55.81694606096671,116.40766578730528,17.224280061914634,8.72086030734966,56345.38227695686,14.182387871326888,1301.485632646728,3024.559759481305
210000.00000000012,121099.99999999993,323000.00000000006,539999.9999999995,34.71046683731776,85.40284159152648,11.798525042805874,5.180022284683859,200000.00000000003,4.9413053016505755,3000.0000000000014,2190.976474663998
